ProductId,Gender,Item-type,Itemcategory,ProductType,Colour,Pattern,Material,Brand,Usage,substyle,specific-style,ProductTitle,Image,ImageURL
36316,Men,Apparel,Topwear,Blazers,Off White,Unknown,Cotton,UCB,Casual,Everyday,Basic,UCB Off White Tshirt,,http://assets.myntassets.com/v1/images/style/properties/82ffc0d51a29047689e682c6e6d79a06_images.jpg
35892,Men,Apparel,Topwear,Blazers,Blue,Unknown,Cotton,Van Heusen,Casual,Everyday,Basic,Van Heusen Blue Tshirt,,http://assets.myntassets.com/v1/images/style/properties/d08dc8fd391c00f27388e2b3b2f0cce1_images.jpg
30728,Women,Apparel,Apparel Set,Clothing Set,Orange,Floral,Unknown,Wrangler,Casual,Everyday,Basic,Wrangler Orange Pants,,http://assets.myntassets.com/v1/images/style/properties/9a1ad2d93bc7dd5a810d10f9d9b5aaf6_images.jpg
15740,Women,Footwear,Flip Flops,Flip Flops,Red,Solid,Unknown,Levi's,Casual,Everyday,Basic,Levi's Red Sneakers,,http://assets.myntassets.com/v1/images/style/properties/1d8cf73c6bfc5a83421481a1196cc6a5_images.jpg
31144,Men,Apparel,Topwear,Blazers,Pink,Unknown,Cotton,Zara,Casual,Everyday,Basic,Zara Pink Tshirt,,http://assets.myntassets.com/v1/images/style/properties/deba391102cf15058addefecf16dc72e_images.jpg
39582,Women,Footwear,Sandal,Sandals,Pink,Solid,Leather,H&M,Casual,Everyday,Basic,H&M Pink Sandals,,http://assets.myntassets.com/v1/images/style/properties/72319583aaacca761bbca78e35fc9687_images.jpg
39980,Men,Footwear,Flip Flops,Flip Flops,Off White,Solid,Unknown,Forever 21,Casual,Everyday,Basic,Forever 21 Off White Sneakers,,http://assets.myntassets.com/v1/images/style/properties/a7a8fe472fe8efb3f3b92a1a21ba1b6f_images.jpg
54959,Men,Apparel,Apparel Set,Clothing Set,Unknown,Unknown,Unknown,Gap,Casual,Everyday,Basic,Gap Clothing,,http://assets.myntassets.com/v1/images/style/properties/Do-u-speak-green-Men-Blue-T-shirt_be628e3930d00b2609a2ac2ae7a55021_images.jpg
16734,Men,Footwear,Sandal,Sandals,Red,Striped,Unknown,Uniqlo,Casual,Everyday,Basic,Uniqlo Red Sandals,,http://assets.myntassets.com/v1/images/style/properties/7600f1237827bb23131b59a0c8b9a7bc_images.jpg
12847,Men,Apparel,Topwear,Blazers,Green,Unknown,Cotton,Tommy Hilfiger,Casual,Everyday,Basic,Tommy Hilfiger Green Tshirt,,http://assets.myntassets.com/v1/images/style/properties/09359395fafdff5f790e205af6465a8b_images.jpg
41861,Men,Footwear,Sandal,Sandals,Red,Solid,Leather,Calvin Klein,Casual,Everyday,Basic,Calvin Klein Red Sandals,,http://assets.myntassets.com/v1/images/style/properties/b996cb05ae7c16cabfa4cadc23818247_images.jpg
37534,Men,Apparel,Topwear,Blazers,Blue,Unknown,Cotton,Pepe Jeans,Casual,Everyday,Basic,Pepe Jeans Blue Top,,http://assets.myntassets.com/v1/images/style/properties/052b64ef79b2ec2fddd019165dcaa7db_images.jpg
21863,Women,Apparel,Topwear,Blazers,Yellow,Solid,Cotton,Peter England,Casual,Everyday,Basic,Peter England Yellow Tshirt,,http://assets.myntassets.com/v1/images/style/properties/fa10019b09df17da1f1abf127564d4a4_images.jpg
12957,Men,Footwear,Flip Flops,Flip Flops,Blue,Solid,Unknown,Mufti,Casual,Everyday,Basic,Mufti Blue Sneakers,,http://assets.myntassets.com/v1/images/style/properties/285f77d54aa639885c93fbb6e886824b_images.jpg
11949,Men,Footwear,Shoes,Casual Shoes,Black,Solid,Unknown,Provogue,Casual,Everyday,Basic,Provogue Black Shoes,,http://assets.myntassets.com/v1/images/style/properties/45da55174d251a833af58e1aa162052d_images.jpg
29236,Women,Footwear,Sandal,Sandals,Red,Solid,Unknown,Arrow,Casual,Everyday,Basic,Arrow Red Sandals,,http://assets.myntassets.com/v1/images/style/properties/a4a99deb5ed6405de23b63091696a012_images.jpg
3594,Men,Footwear,Flip Flops,Flip Flops,Off White,Unknown,Canvas,Allen Solly,Casual,Everyday,Basic,Allen Solly Off White Sneakers,,http://assets.myntassets.com/v1/images/style/properties/894464418a042a27101effb0c4e5e17b_images.jpg
26624,Women,Footwear,Flip Flops,Flip Flops,Purple,Solid,Unknown,Benetton,Casual,Everyday,Basic,Benetton Purple Sneakers,,http://assets.myntassets.com/v1/images/style/properties/6e3a89f22b6afb6c205096feb38bb722_images.jpg
22197,Men,Footwear,Flip Flops,Flip Flops,Brown,Solid,Leather,Jockey,Casual,Everyday,Basic,Jockey Brown Boots,,http://assets.myntassets.com/v1/images/style/properties/012a3c034f69c794277712a2904a629f_images.jpg
54544,Men,Footwear,Flip Flops,Flip Flops,Red,Solid,Leather,Kappa,Casual,Everyday,Basic,Kappa Red Sneakers,,http://assets.myntassets.com/v1/images/style/properties/F-Sports-Men-Black-Pace-Sports-Shoes_564a9fd92f55538cafab82567a7fbce3_images.jpg
8357,Men,Apparel,Topwear,Blazers,Red,Unknown,Cotton,Lacoste,Casual,Everyday,Basic,Lacoste Red Tshirt,,http://assets.myntassets.com/v1/images/style/properties/0679f587e85082b827247be7d7ba5a17_images.jpg
9400,Men,Footwear,Flip Flops,Flip Flops,Red,Solid,Unknown,Marks & Spencer,Casual,Everyday,Basic,Marks & Spencer Red Sneakers,,http://assets.myntassets.com/v1/images/style/properties/3ba767d12d769d771e11ce55a121f5ac_images.jpg
23840,Men,Footwear,Flip Flops,Flip Flops,Brown,Solid,Leather,Aeropostale,Casual,Everyday,Basic,Aeropostale Brown Sneakers,,http://assets.myntassets.com/v1/images/style/properties/b676624ef006e153f4ac61d5a70d31d8_images.jpg
56966,Women,Footwear,Sandal,Sandals,Red,Unknown,Leather,American Eagle,Casual,Everyday,Basic,American Eagle Red Sandals,,http://assets.myntassets.com/v1/images/style/properties/HM-Women-Black-Sandals_8b0fd5ae22b09a10df992be649faaabe_images.jpg
7753,Men,Footwear,Flip Flops,Flip Flops,Red,Solid,Unknown,Banana Republic,Casual,Everyday,Basic,Banana Republic Red Sneakers,,http://assets.myntassets.com/v1/images/style/properties/3090de677a92eb346719f0632e939062_images.jpg
23917,Women,Footwear,Flip Flops,Flip Flops,Off White,Solid,Leather,Guess,Casual,Everyday,Basic,Guess Off White Sneakers,,http://assets.myntassets.com/v1/images/style/properties/99d4e17724e37f2779b7fccf6bfaa031_images.jpg
37267,Women,Apparel,Apparel Set,Clothing Set,Unknown,Unknown,Unknown,Hollister,Casual,Everyday,Basic,Hollister Clothing,,http://assets.myntassets.com/v1/images/style/properties/United-Colors-of-Benetton-Women-Red-Printed-Dress_06324ea0ce0cb4cc0348695a608bc307_images.jpg
34010,Women,Apparel,Topwear,Blazers,Black,Solid,Cotton,Old Navy,Casual,Everyday,Basic,Old Navy Black Tshirt,,http://assets.myntassets.com/v1/images/style/properties/93df8e213a98b53c57991ecfe37a68ec_images.jpg
34861,Men,Footwear,Flip Flops,Flip Flops,Red,Plaid,Canvas,Versace,Casual,Everyday,Basic,Versace Red Sneakers,,http://assets.myntassets.com/v1/images/style/properties/637030c279a66196db7aa13ee458bdaa_images.jpg
29172,Women,Apparel,Bottomwear,Capris,Red,Floral,Cotton,Flying Machine,Casual,Everyday,Basic,Flying Machine Red Skirt,,http://assets.myntassets.com/v1/images/style/properties/85470ee22d965c848c9cc4bebf05cc92_images.jpg
31090,Men,Apparel,Topwear,Blazers,Red,Solid,Cotton,Fortune,Casual,Everyday,Basic,Fortune Red Shirt,,http://assets.myntassets.com/v1/images/style/properties/d05fbaab67782fccbcbe4ec8d1d77ed7_images.jpg
31946,Men,Footwear,Flip Flops,Flip Flops,Red,Solid,Unknown,Franco,Casual,Everyday,Basic,Franco Red Sneakers,,http://assets.myntassets.com/v1/images/style/properties/860c3801d65995ce20b695cf1aea1a17_images.jpg
50194,Men,Apparel,Topwear,Blazers,Red,Solid,Cotton,GAS,Casual,Everyday,Basic,GAS Red Tshirt,,http://assets.myntassets.com/v1/images/style/properties/0fbddfb7b4d428055c7ee385bffc655e_images.jpg
34036,Men,Apparel,Topwear,Blazers,Red,Plaid,Cotton,Gini & Jony,Casual,Everyday,Basic,Gini & Jony Red Shirt,,http://assets.myntassets.com/v1/images/style/properties/17d5cdd77de6f87ee2451b98f3466d88_images.jpg
8320,Men,Apparel,Topwear,Blazers,Red,Unknown,Cotton,Globalite,Casual,Everyday,Basic,Globalite Red Tshirt,,http://assets.myntassets.com/v1/images/style/properties/a91625942bc70e1e531328c67e0456f2_images.jpg
31177,Women,Apparel,Topwear,Blazers,Red,Solid,Cotton,Grendha,Casual,Everyday,Basic,Grendha Red Top,,http://assets.myntassets.com/v1/images/style/properties/04c7ce1d3a06c0c4d457ac1cc9f963ac_images.jpg
36722,Men,Apparel,Topwear,Blazers,Red,Striped,Cotton,Catwalk,Casual,Everyday,Basic,Catwalk Red Tshirt,,http://assets.myntassets.com/v1/images/style/properties/8dd898164adb76a9698375278cb83fd8_images.jpg
40125,Men,Apparel,Bottomwear,Shorts,Black,Solid,Cotton,Carlton,Casual,Everyday,Basic,Carlton Black Cargo Shorts,,http://assets.myntassets.com/v1/images/style/properties/e5aca792d82cd3bd7134f1540341f747_images.jpg
36748,Men,Apparel,Bottomwear,Shorts,Blue,Solid,Cotton,Cobblerz,Casual,Everyday,Basic,Cobblerz Blue Shorts,,http://assets.myntassets.com/v1/images/style/properties/4a6a0aa40022d4f89eec3940517ac9ac_images.jpg
3332,Men,Apparel,Apparel Set,Clothing Set,Unknown,Unknown,Unknown,Decathlon,Casual,Everyday,Basic,Decathlon Clothing,,http://assets.myntassets.com/v1/images/style/properties/RCB-Men-Fangear-Tee_683b90b0495d687abcd704bcca10cd00_images.jpg
3135,Women,Footwear,Sandal,Sandals,Red,Striped,Leather,Disney,Casual,Everyday,Basic,Disney Red Sandals,,http://assets.myntassets.com/v1/images/style/properties/33297561a7540d13c77164a3bbe276e4_images.jpg
20906,Women,Apparel,Dress,Dresses,Red,Unknown,Leather,Fabindia,Casual,Everyday,Basic,Fabindia Red Dress,,http://assets.myntassets.com/v1/images/style/properties/37e5078b917b88049642f0ff6091ea65_images.jpg
49495,Men,Footwear,Flip Flops,Flip Flops,Off White,Solid,Unknown,FILA,Casual,Everyday,Basic,FILA Off White Sneakers,,http://assets.myntassets.com/v1/images/style/properties/Vans-Men-Khaki-Shoes_dcaf7c703e9c0396650529df2b2a8893_images.jpg
34015,Women,Apparel,Dress,Dresses,Red,Solid,Cotton,Fila,Casual,Everyday,Basic,Fila Red Dress,,http://assets.myntassets.com/v1/images/style/properties/a796ba0a28290e5db9a37bff847b4a9b_images.jpg
37249,Men,Footwear,Flip Flops,Flip Flops,Brown,Solid,Leather,Ganuchi,Casual,Everyday,Basic,Ganuchi Brown Sneakers,,http://assets.myntassets.com/v1/images/style/properties/d4636e23006874ae87dde460f7724909_images.jpg
13641,Women,Footwear,Sandal,Sandals,Black,Solid,Leather,Gliders,Casual,Everyday,Basic,Gliders Black Sandals,,http://assets.myntassets.com/v1/images/style/properties/5e9b1d5ccef16fdb38cbbf5cce3b3b1c_images.jpg
40156,Women,Apparel,Topwear,Blazers,Green,Striped,Cotton,Hannah,Casual,Everyday,Basic,Hannah Green Top,,http://assets.myntassets.com/v1/images/style/properties/8ff78487998ce3099322d79f8a3798f7_images.jpg
46597,Women,Footwear,Shoes,Casual Shoes,Brown,Unknown,Unknown,ID,Casual,Everyday,Basic,ID Brown Shoes,,http://assets.myntassets.com/v1/images/style/properties/Catwalk-Women-Camel-Brown-Sandals_5302859e277637b650bc8292a696e7b5_images.jpg
8324,Men,Apparel,Topwear,Blazers,Red,Unknown,Unknown,Inc,Casual,Everyday,Basic,Inc Red Top,,http://assets.myntassets.com/v1/images/style/properties/4c5a824570499b10fd868889c206f799_images.jpg
8375,Women,Apparel,Topwear,Blazers,Blue,Floral,Cotton,Jockey,Casual,Everyday,Basic,Jockey Blue Tshirt,,http://assets.myntassets.com/v1/images/style/properties/e487ee81516bcf0246bf2403748ed894_images.jpg
15268,Women,Footwear,Flip Flops,Flip Flops,Off White,Solid,Leather,Kappa,Casual,Everyday,Basic,Kappa Off White Sneakers,,http://assets.myntassets.com/v1/images/style/properties/940f1a66a6bab802829dad90513ec1f7_images.jpg
31150,Men,Apparel,Topwear,Blazers,Black,Unknown,Cotton,Lacoste,Casual,Everyday,Basic,Lacoste Black Tshirt,,http://assets.myntassets.com/v1/images/style/properties/c022178d134cdefba81a5e8d142ecb25_images.jpg
22284,Women,Footwear,Sandal,Sandals,Brown,Solid,Leather,Marks & Spencer,Casual,Everyday,Basic,Marks & Spencer Brown Sandals,,http://assets.myntassets.com/v1/images/style/properties/90b31e1c36831018e81a56a62ff3eb13_images.jpg
6619,Men,Footwear,Flip Flops,Flip Flops,Blue,Solid,Unknown,Mufti,Casual,Everyday,Basic,Mufti Blue Sneakers,,http://assets.myntassets.com/v1/images/style/properties/2aacd81da075c8d9cb891276bd9dbc9e_images.jpg
35887,Men,Apparel,Topwear,Blazers,Red,Unknown,Cotton,Pepe Jeans,Casual,Everyday,Basic,Pepe Jeans Red Tshirt,,http://assets.myntassets.com/v1/images/style/properties/fa6ec7a5404534e4974d09a421ac2825_images.jpg
23679,Men,Footwear,Shoes,Casual Shoes,Red,Solid,Unknown,Peter England,Casual,Everyday,Basic,Peter England Red Shoes,,http://assets.myntassets.com/v1/images/style/properties/fe190c0bcadd3318af38d63b93a9b40e_images.jpg
13473,Women,Footwear,Sandal,Sandals,Off White,Solid,Leather,Provogue,Casual,Everyday,Basic,Provogue Off White Sandals,,http://assets.myntassets.com/v1/images/style/properties/802e7195e5425820cc1e9e1568b80c6d_images.jpg
3620,Women,Footwear,Sandal,Sandals,Red,Floral,Unknown,Red Tape,Casual,Everyday,Basic,Red Tape Red Sandals,,http://assets.myntassets.com/v1/images/style/properties/54886447b440c758c960390254f7a1c8_images.jpg
2642,Men,Footwear,Shoes,Casual Shoes,Black,Solid,Leather,Reebok,Casual,Everyday,Basic,Reebok Black Shoes,,http://assets.myntassets.com/v1/images/style/properties/e571426e3de987910f5bdd984338bd77_images.jpg
17615,Men,Apparel,Topwear,Blazers,Red,Unknown,Cotton,Skechers,Casual,Everyday,Basic,Skechers Red Tshirt,,http://assets.myntassets.com/v1/images/style/properties/1cbaf5223bd7a31025df3c3aa9a6d7f5_images.jpg
4216,Women,Apparel,Topwear,Blazers,Yellow,Floral,Cotton,Sparx,Casual,Everyday,Basic,Sparx Yellow Tshirt,,http://assets.myntassets.com/v1/images/style/properties/3458de8c3de523b83e802072d4c7be75_images.jpg
10671,Men,Apparel,Bottomwear,Shorts,Red,Unknown,Cotton,Tommy Hilfiger,Casual,Everyday,Basic,Tommy Hilfiger Red Cargo Shorts,,http://assets.myntassets.com/v1/images/style/properties/b9e9274cbb60758fc935f64d9dbc1bdc_images.jpg
47613,Women,Footwear,Sandal,Sandals,Black,Unknown,Leather,UCB,Casual,Everyday,Basic,UCB Black Sandals,,http://assets.myntassets.com/v1/images/style/properties/01f500f73b812dc08b97bcfa30be6855_images.jpg
15520,Men,Footwear,Flip Flops,Flip Flops,Black,Solid,Leather,US Polo Assn,Casual,Everyday,Basic,US Polo Assn Black Sneakers,,http://assets.myntassets.com/v1/images/style/properties/a5f34ba3e351e71badbf97de3ae80c15_images.jpg
37632,Women,Apparel,Topwear,Blazers,Pink,Unknown,Cotton,Under Armour,Casual,Everyday,Basic,Under Armour Pink Tshirt,,http://assets.myntassets.com/v1/images/style/properties/4df37f301e937b3a7063593502a9ac7a_images.jpg
33141,Men,Apparel,Topwear,Blazers,Green,Unknown,Cotton,Uniqlo,Casual,Everyday,Basic,Uniqlo Green Tshirt,,http://assets.myntassets.com/v1/images/style/properties/1eb7fb527f85ba592d78e6c088c97944_images.jpg
38884,Men,Apparel,Topwear,Blazers,Red,Striped,Cotton,Van Heusen,Casual,Everyday,Basic,Van Heusen Red Tshirt,,http://assets.myntassets.com/v1/images/style/properties/4c950f476e72f7461569962b70071b1a_images.jpg
59761,Women,Footwear,Sandal,Sandals,Brown,Solid,Leather,Vans,Casual,Everyday,Basic,Vans Brown Sandals,,http://assets.myntassets.com/v1/images/style/properties/Rocia-Women-Black-Sandals_7796d3caa6e99e05cade5c683b1075c8_images.jpg
9053,Men,Footwear,Flip Flops,Flip Flops,Red,Solid,Leather,Versace,Casual,Everyday,Basic,Versace Red Sneakers,,http://assets.myntassets.com/v1/images/style/properties/0ebc15dcb00d4f2315f8341ee05b19a7_images.jpg
39974,Men,Apparel,Dress,Dresses,Brown,Solid,Unknown,Woodland,Casual,Everyday,Basic,Woodland Brown Dress,,http://assets.myntassets.com/v1/images/style/properties/Gas-Men-Khaki-Lear-Shoes_ee1f9af8c60c3670398b9251193f3d58_images.jpg
3134,Women,Footwear,Sandal,Sandals,Silver,Solid,Leather,Wrangler,Casual,Everyday,Basic,Wrangler Silver Sandals,,http://assets.myntassets.com/v1/images/style/properties/513613320d9fb0f3d3e7debe088314e1_images.jpg
59759,Women,Footwear,Sandal,Sandals,Black,Solid,Leather,Yonex,Casual,Everyday,Basic,Yonex Black Sandals,,http://assets.myntassets.com/v1/images/style/properties/Rocia-Women-Black-Sandals_f3f53c88b054b32a42c327acfe3172f5_images.jpg
37582,Women,Apparel,Bottomwear,Shorts,Off White,Solid,Unknown,Zara,Casual,Everyday,Basic,Zara Off White Shorts,,http://assets.myntassets.com/v1/images/style/properties/57db07637eef4f28453982d5cccb5e9b_images.jpg
34857,Men,Footwear,Flip Flops,Flip Flops,Black,Plaid,Unknown,Adidas,Casual,Everyday,Basic,Adidas Black Sneakers,,http://assets.myntassets.com/v1/images/style/properties/0e41c416bc349faead7ebe8851e1a398_images.jpg
3817,Men,Apparel,Topwear,Blazers,Yellow,Unknown,Cotton,Nike,Casual,Everyday,Basic,Nike Yellow Tshirt,,http://assets.myntassets.com/v1/images/style/properties/edfd824980413fc119008c311a43dac3_images.jpg
17029,Men,Footwear,Sandal,Sandals,Red,Abstract,Unknown,Puma,Casual,Everyday,Basic,Puma Red Sandals,,http://assets.myntassets.com/v1/images/style/properties/GAS-Men-Black-Pine-Flip-Flops_f6fcae18401c1c1fb8ab5b29c76d0781_images.jpg
49584,Women,Footwear,Sandal,Sandals,Black,Solid,Leather,Reebok,Casual,Everyday,Basic,Reebok Black Sandals,,http://assets.myntassets.com/v1/images/style/properties/d18df7f2763d6695181967fc55bfc2cc_images.jpg
58815,Women,Footwear,Shoes,Casual Shoes,Black,Solid,Unknown,Converse,Casual,Everyday,Basic,Converse Black Shoes,,http://assets.myntassets.com/v1/images/style/properties/Skechers-Women-Black-Casual-Shoes_22cf18aca86b22b5924ac426eee23348_images.jpg
52130,Women,Apparel,Dress,Dresses,Blue,Floral,Cotton,Vans,Casual,Everyday,Basic,Vans Blue Dress,,http://assets.myntassets.com/v1/images/style/properties/abb64251bc6bf52e4a3b855bc4edb4dd_images.jpg
34041,Men,Apparel,Topwear,Blazers,Red,Plaid,Cotton,Skechers,Casual,Everyday,Basic,Skechers Red Shirt,,http://assets.myntassets.com/v1/images/style/properties/a96efca0f29cae8afbea610f0eeab7a8_images.jpg
5691,Men,Footwear,Flip Flops,Flip Flops,Red,Solid,Leather,Crocs,Casual,Everyday,Basic,Crocs Red Sneakers,,http://assets.myntassets.com/v1/images/style/properties/e508e488636ba30755268cd5b917f465_images.jpg
32813,Women,Footwear,Sandal,Sandals,Pink,Floral,Unknown,Clarks,Casual,Everyday,Basic,Clarks Pink Sandals,,http://assets.myntassets.com/v1/images/style/properties/2973d20df2b2c3a9368b64cd0aab623a_images.jpg
37576,Women,Apparel,Apparel Set,Clothing Set,Unknown,Unknown,Unknown,Bata,Casual,Everyday,Basic,Bata Clothing,,http://assets.myntassets.com/v1/images/style/properties/fb0b4f85873f045107207dd9da40e56c_images.jpg
37596,Men,Apparel,Topwear,Blazers,Blue,Unknown,Cotton,ASICS,Casual,Everyday,Basic,ASICS Blue Tshirt,,http://assets.myntassets.com/v1/images/style/properties/d8ea01af4102cefd98d5a06874f471ab_images.jpg
47531,Women,Footwear,Sandal,Sandals,Red,Polka Dot,Leather,New Balance,Casual,Everyday,Basic,New Balance Red Sandals,,http://assets.myntassets.com/v1/images/style/properties/d800bd118652499f2d22d3bbe799be8a_images.jpg
13271,Women,Footwear,Sandal,Sandals,Brown,Solid,Leather,Under Armour,Casual,Everyday,Basic,Under Armour Brown Sandals,,http://assets.myntassets.com/v1/images/style/properties/69a250614c8c1fbea5c03a04f9fa12a6_images.jpg
20802,Men,Footwear,Flip Flops,Flip Flops,Red,Solid,Unknown,Woodland,Casual,Everyday,Basic,Woodland Red Sneakers,,http://assets.myntassets.com/v1/images/style/properties/89f6d664a27c88ebf7d6fc3498875fb9_images.jpg
30723,Men,Apparel,Topwear,Blazers,Red,Checkered,Cotton,Sparx,Casual,Everyday,Basic,Sparx Red Shirt,,http://assets.myntassets.com/v1/images/style/properties/99ec97b9a4d7517c59a63ca000ad2def_images.jpg
11985,Men,Footwear,Flip Flops,Flip Flops,Red,Solid,Unknown,Red Tape,Casual,Everyday,Basic,Red Tape Red Sneakers,,http://assets.myntassets.com/v1/images/style/properties/4bfce78151c396213aa4ce1ad204468b_images.jpg
41299,Women,Apparel,Topwear,Blazers,Pink,Floral,Cotton,UCB,Casual,Everyday,Basic,UCB Pink Tshirt,,http://assets.myntassets.com/v1/images/style/properties/f3b1ecf791b3086923c0d24278503c3d_images.jpg
40953,Men,Apparel,Topwear,Blazers,Black,Striped,Cotton,Van Heusen,Casual,Everyday,Basic,Van Heusen Black Tshirt,,http://assets.myntassets.com/v1/images/style/properties/5620ea3767116eade12a6a6d8c70a6f7_images.jpg
5428,Women,Apparel,Topwear,Blazers,Off White,Floral,Cotton,Wrangler,Casual,Everyday,Basic,Wrangler Off White Tshirt,,http://assets.myntassets.com/v1/images/style/properties/734e3d93e92a5cb3b5d3dba256101ffa_images.jpg
3813,Men,Apparel,Topwear,Blazers,Blue,Unknown,Cotton,Levi's,Casual,Everyday,Basic,Levi's Blue Tshirt,,http://assets.myntassets.com/v1/images/style/properties/b917f7a70fb1eb4fa34a4e332a98ca9a_images.jpg
22163,Men,Footwear,Shoes,Casual Shoes,Red,Solid,Leather,Zara,Casual,Everyday,Basic,Zara Red Shoes,,http://assets.myntassets.com/v1/images/style/properties/718cc29c21bae96c4a6766bc3c0ecf1d_images.jpg
37590,Women,Apparel,Apparel Set,Clothing Set,Unknown,Unknown,Unknown,H&M,Casual,Everyday,Basic,H&M Clothing,,http://assets.myntassets.com/v1/images/style/properties/9e74f65716e10bed59e87fc926b330e4_images.jpg
5606,Men,Footwear,Sandal,Sandals,Red,Solid,Unknown,Forever 21,Casual,Everyday,Basic,Forever 21 Red Sandals,,http://assets.myntassets.com/v1/images/style/properties/a2910180f57f2557139decd881dd66b1_images.jpg
41869,Men,Footwear,Sandal,Sandals,Yellow,Solid,Leather,Gap,Casual,Everyday,Basic,Gap Yellow Sandals,,http://assets.myntassets.com/v1/images/style/properties/d27dbd8e9666b9af2d72fbfde315f76d_images.jpg
49468,Men,Footwear,Flip Flops,Flip Flops,Red,Solid,Unknown,Uniqlo,Casual,Everyday,Basic,Uniqlo Red Sneakers,,http://assets.myntassets.com/v1/images/style/properties/Vans-Men-Maroon-Old-Skool-Shoes_d4826108fe9e4979766e62df2f7fcd06_images.jpg
37201,Women,Apparel,Bottomwear,Jeans,Blue,Floral,Denim,Tommy Hilfiger,Casual,Everyday,Basic,Tommy Hilfiger Blue Jeans,,http://assets.myntassets.com/v1/images/style/properties/3326dbead1ff9d52bec18bae953f8517_images.jpg
41858,Men,Footwear,Shoes,Casual Shoes,Brown,Unknown,Leather,Calvin Klein,Casual,Everyday,Basic,Calvin Klein Brown Shoes,,http://assets.myntassets.com/v1/images/style/properties/9efd7ae56fafd8f9e64f3829d9d3ca0c_images.jpg
